8.231345591437162490e-01,5.196321233264045159e-01,1.000000000000000000e+00
-2.161215587927152182e-01,1.607164278246908218e+00,1.000000000000000000e+00
2.184547429766351634e+00,9.807957494880897853e-01,1.000000000000000000e+00
-1.492825346238356499e+00,-5.845673941894689030e-01,0.000000000000000000e+00
-5.082673830984931751e-01,-1.975919253576898349e+00,0.000000000000000000e+00
-1.082936651632024017e+00,8.617287772209423213e-01,1.000000000000000000e+00
-1.216284906648756214e+00,-1.913677209138243240e+00,0.000000000000000000e+00
1.513033758776964444e+00,-2.917126629334394483e-01,0.000000000000000000e+00
-1.209678072982819153e+00,-2.831292519634455829e+00,0.000000000000000000e+00
-1.684500030467616094e-01,-2.276307841023822220e+00,0.000000000000000000e+00
-6.089814566982472144e-01,-1.591010543350307227e+00,0.000000000000000000e+00
-4.884784265909473122e-01,-8.448519774204510391e-01,0.000000000000000000e+00
1.406200676320784604e-01,-1.149085860611169130e+00,0.000000000000000000e+00
-7.988213821739142961e-01,-3.316072642534930281e+00,0.000000000000000000e+00
-2.024600915203954798e+00,-7.768220084395557334e-01,0.000000000000000000e+00
1.287029385707211926e+00,1.715840998331530809e+00,1.000000000000000000e+00
-1.487612116943930474e+00,-4.725207836794299565e-01,0.000000000000000000e+00
1.398490497882167949e+00,5.972955104018398131e-01,1.000000000000000000e+00
6.383408110605167662e-01,1.050680763235842807e-01,1.000000000000000000e+00
6.392361143638720655e-01,-4.054908134970787170e-01,1.000000000000000000e+00
9.974393212751508919e-01,2.235383419495085011e-02,1.000000000000000000e+00
8.909012565164871056e-01,2.677911307382813688e-01,1.000000000000000000e+00
-6.108887812396676109e-01,2.613590245647545718e-01,0.000000000000000000e+00
-9.257205407724353741e-01,-2.744505261831546861e+00,0.000000000000000000e+00
2.033348228499039401e+00,4.910626444248822886e-01,1.000000000000000000e+00
-3.838785414771105353e-01,-1.146400402655406436e+00,0.000000000000000000e+00
-3.140476175701225614e+00,-9.157819154556546826e-01,0.000000000000000000e+00
-2.306839561301165631e+00,-5.740690505528207588e-01,0.000000000000000000e+00
-3.912577822369920355e-01,-7.753456057167229520e-02,1.000000000000000000e+00
-9.914991321175208316e-01,1.153850968893197937e+00,1.000000000000000000e+00
-2.057792128101302964e+00,-2.257099007502715082e+00,0.000000000000000000e+00
-1.401343167384288435e+00,-1.142964062803069281e+00,0.000000000000000000e+00
-1.289338914640600464e+00,-9.602084739937087887e-01,0.000000000000000000e+00
-1.364729093591345421e+00,-3.673195790187159249e-01,0.000000000000000000e+00
-1.042046102210749448e+00,-9.312747573533899370e-01,0.000000000000000000e+00
-1.546834241817253819e+00,-2.124017498932000425e+00,0.000000000000000000e+00
-2.760970070357480211e+00,4.265895942149522391e-02,0.000000000000000000e+00
1.354771778996039844e+00,2.402115626945876325e+00,1.000000000000000000e+00
-1.909775563089700423e+00,-1.473087798591331543e+00,0.000000000000000000e+00
1.918202557159506272e+00,8.510753024420014690e-02,1.000000000000000000e+00
-2.534807836141226289e+00,-1.316282590006246256e+00,0.000000000000000000e+00
-2.109195998022018514e+00,-1.019220718344840737e+00,0.000000000000000000e+00
-9.094487976916967309e-01,2.376148742996137209e+00,1.000000000000000000e+00
2.348438929652123086e+00,2.523473383498615608e+00,1.000000000000000000e+00
-1.766947533889938082e+00,-3.344437284176252856e+00,0.000000000000000000e+00
8.622892746283257193e-01,1.569187453892310735e+00,1.000000000000000000e+00
-8.478363430572578574e-01,3.033702292543591916e-01,0.000000000000000000e+00
-1.456237875741326127e+00,-1.900545425477943695e+00,0.000000000000000000e+00
2.801230713030996577e-01,2.384069485223271556e+00,1.000000000000000000e+00
-1.287210798964753433e+00,1.743845147725573419e+00,0.000000000000000000e+00
4.289773954312958715e-03,5.602357899120049556e-01,1.000000000000000000e+00
-2.225660197592396639e+00,-4.493714505304193807e-01,0.000000000000000000e+00
6.370454352129126807e-01,2.081691274539717362e+00,1.000000000000000000e+00
-1.860981614196255407e+00,-3.946584647356531361e-01,0.000000000000000000e+00
8.446001347050825503e-01,1.212131886136524894e+00,1.000000000000000000e+00
-9.284583244796180690e-01,-2.862871582700414308e+00,0.000000000000000000e+00
-4.620390126926876562e-01,-1.720933695753716908e-01,0.000000000000000000e+00
4.607586562190230106e-01,5.772832883110838864e-01,0.000000000000000000e+00
1.580703771803733781e+00,1.555546453065340895e+00,1.000000000000000000e+00
-2.933642289923688029e-01,-6.675734900722926080e-01,0.000000000000000000e+00
-7.489725944652354528e-01,1.202673685419934024e+00,1.000000000000000000e+00
