2.283824994173671019e-01,8.766247671512426010e-01,-1.764748451527491380e-01,0.000000000000000000e+00
2.198936603978334681e+00,-1.373821735313966556e-02,2.721964848391443148e+00,2.000000000000000000e+00
3.841599874511419266e+00,3.417211982510480528e+00,4.603370874418548198e+00,1.000000000000000000e+00
1.550822638602124881e+00,-3.000252880997602123e+00,2.819076761263705322e+00,2.000000000000000000e+00
-8.768629735624916544e-01,2.522662369465272114e+00,1.810200516601939480e+00,3.000000000000000000e+00
3.295604617899246858e+00,3.563260991823335999e+00,4.039541565121952615e+00,1.000000000000000000e+00
1.764460744290135830e-01,2.599550758729955113e+00,1.465227440708493312e+00,3.000000000000000000e+00
4.359990066892477145e+00,1.330282497585710377e+00,3.385910327569568778e+00,1.000000000000000000e+00
-1.573544980199008680e-01,1.484529523595965683e+00,9.132909248330264296e-01,0.000000000000000000e+00
1.874421122030774711e+00,-2.332047387916335313e-01,2.717679648506902357e+00,2.000000000000000000e+00
1.629473593658482766e+00,2.562834558814036878e+00,1.815651759729853376e+00,1.000000000000000000e+00
1.950422095730954375e+00,3.769539206545870158e+00,2.382115805318407276e+00,0.000000000000000000e+00
-9.905583644219324579e-01,2.258405258428755502e+00,3.126339512364618045e+00,3.000000000000000000e+00
4.112263311055633253e+00,3.751592696883640610e+00,3.088532805392490310e+00,1.000000000000000000e+00
1.200238337822811419e+00,2.561223392462066428e+00,-4.707328470638687534e-01,0.000000000000000000e+00
3.072104643524747658e+00,4.802517718452772755e+00,2.873557725986691569e+00,1.000000000000000000e+00
2.479150140290218740e+00,3.147362239995432631e+00,3.361175830271013965e+00,1.000000000000000000e+00
2.769037390732009274e-01,2.282765458884583598e+00,2.739276638172162492e+00,3.000000000000000000e+00
1.506132024929602409e+00,3.490898926652070244e+00,1.573789346658323929e+00,0.000000000000000000e+00
4.129221957927987213e-02,7.112415524691610980e-01,2.752821167536235958e+00,3.000000000000000000e+00
2.711974495241677552e+00,1.736444024053188873e+00,2.925013413003292762e+00,2.000000000000000000e+00
6.823884102393409368e-01,2.037369427050016668e+00,1.756671846183098573e+00,3.000000000000000000e+00
4.307960329973554714e-01,1.104055240212088451e+00,3.558610374494865169e+00,2.000000000000000000e+00
-1.309270584747062482e+00,2.658281341327386027e+00,4.308693929081812257e+00,3.000000000000000000e+00
1.433257548658186442e+00,4.126963367005471284e+00,1.000546761488835479e+00,3.000000000000000000e+00
7.069931891158130755e-02,8.676748689467834730e-01,2.492994294723409165e+00,3.000000000000000000e+00
2.962454694387830489e-01,1.543670414460570850e+00,1.432740116896486837e+00,3.000000000000000000e+00
2.516843831752478611e+00,-5.457943640256615048e-01,3.289280670129265616e+00,2.000000000000000000e+00
3.470758695514001957e+00,2.264929851267643901e+00,3.164463180484867078e+00,1.000000000000000000e+00
2.945727566996795055e+00,-2.103603662901283311e-01,2.352146383652944817e+00,2.000000000000000000e+00
1.949884750070202344e+00,1.871842478616887739e-01,3.872376890221554291e+00,2.000000000000000000e+00
1.780919950361646575e-01,3.144310699340281623e+00,7.406087593387322698e-01,3.000000000000000000e+00
8.758366224184759297e-01,9.652307559916466495e-01,1.236031712530004212e+00,0.000000000000000000e+00
1.470090186360179137e-02,2.568539471466663393e+00,2.822600045760185417e+00,3.000000000000000000e+00
1.879584417242143424e+00,1.610659679380181952e+00,3.969252488375487165e+00,2.000000000000000000e+00
-6.278118243612788862e-02,1.425918851602467896e+00,2.219181054436817568e+00,3.000000000000000000e+00
-1.290185158889786798e+00,1.318396310304761787e+00,7.941323808341718138e-01,0.000000000000000000e+00
1.813127466125780574e+00,-3.519102573371875597e-01,4.079290327562494767e+00,2.000000000000000000e+00
3.101273171844344034e+00,1.649984873939553953e+00,2.895190721633746023e+00,1.000000000000000000e+00
1.318761808745487762e+00,1.362865321468509583e+00,2.504653850339490173e+00,2.000000000000000000e+00
-1.357431923397212747e+00,9.117311133278909185e-01,1.753831799623058574e+00,3.000000000000000000e+00
2.688664849384880373e+00,1.877423156565522611e+00,2.600841192875867680e+00,1.000000000000000000e+00
2.946959930370367076e+00,2.827894165641893665e+00,3.157629889931481415e+00,1.000000000000000000e+00
2.662997966552222540e+00,2.991121761081713348e+00,2.547062839986700133e+00,1.000000000000000000e+00
2.613377360713997621e+00,2.624178139458162917e+00,2.979579134871085611e+00,1.000000000000000000e+00
2.909710139522059702e+00,-5.600189805734374637e-01,3.548189879815555781e+00,2.000000000000000000e+00
2.679708728435452603e+00,-2.308207704501505711e-02,3.882675604049167006e+00,2.000000000000000000e+00
2.404462129825965633e+00,2.916688167112183816e+00,3.086257002458446586e+00,1.000000000000000000e+00
2.827170657086319761e+00,2.511547607894410561e+00,3.305661463346399209e+00,1.000000000000000000e+00
1.139525645148165983e-01,1.833960828448888192e+00,1.485508001809557665e+00,3.000000000000000000e+00
5.773024535262960555e-01,1.201562878311816185e+00,2.366305442861578179e-01,0.000000000000000000e+00
-7.236762342311076068e-01,1.960969286575084514e+00,1.150107984212438872e+00,0.000000000000000000e+00
5.004232035489872832e-01,1.869635515227052291e+00,1.262031347654077873e+00,3.000000000000000000e+00
2.721317807892467133e+00,1.533745156521660435e+00,2.200681219052396553e+00,2.000000000000000000e+00
1.804497884328005508e+00,1.764247983198879988e+00,1.041765252087823779e+00,0.000000000000000000e+00
1.027541296463381215e-01,1.610907407801084767e+00,2.191788395331462080e+00,3.000000000000000000e+00
2.059256858049715255e+00,5.572082713315853475e-01,-2.148694372978936507e-01,0.000000000000000000e+00
1.617261368778538211e+00,-3.839426622963876268e-01,2.356482747463028993e+00,2.000000000000000000e+00
2.468811871800716595e+00,-2.956988254600246280e-01,2.634040958373466079e+00,2.000000000000000000e+00
-4.890861879742645080e-01,-6.188403014551062675e-01,9.309023124965265517e-02,0.000000000000000000e+00
1.780745572050433490e+00,1.344705111571379064e+00,1.678588296209457820e+00,2.000000000000000000e+00
2.748680930266532041e+00,3.829631239288944222e+00,2.403363097732981846e+00,1.000000000000000000e+00
2.549576452789851011e+00,1.004602158609511520e+00,1.402525546818097490e+00,2.000000000000000000e+00
1.771087384465830805e+00,-8.820994249941030985e-01,4.449155174813964386e+00,2.000000000000000000e+00
-2.516751435176167728e-01,2.292620460765909307e+00,1.652645293012461769e+00,3.000000000000000000e+00
6.231468913623171568e-01,2.342497584714172021e+00,1.082108321875749013e+00,3.000000000000000000e+00
2.226280470040331583e+00,3.299221895562245432e+00,7.399013411216610603e-01,0.000000000000000000e+00
1.431990320556807861e+00,3.028380490058629082e+00,6.385763086541837996e-01,0.000000000000000000e+00
2.923620692015966860e+00,2.743125451812443050e+00,3.449899960957705236e+00,1.000000000000000000e+00
2.272150023445236755e+00,3.258483830261619474e+00,3.303402047225474369e+00,1.000000000000000000e+00
1.040543225722444065e+00,3.918458626516005960e-01,9.331086554368696051e-01,0.000000000000000000e+00
3.964509385416603582e+00,1.146039420566517197e+00,3.060551004781146833e+00,1.000000000000000000e+00
1.552830298544168042e-01,2.148407619474991037e+00,2.355416737523085668e+00,3.000000000000000000e+00
4.348344523531062933e+00,8.705767159334278915e-01,-3.523208921158094142e-01,1.000000000000000000e+00
2.371079872949882539e+00,3.256720030467274984e+00,3.002246538153187094e-01,0.000000000000000000e+00
-4.995445298393217382e-01,1.566791898371424407e+00,-3.185712740600816772e-01,0.000000000000000000e+00
3.382436628198725037e-01,1.039212515002243542e+00,8.366839212357731759e-01,0.000000000000000000e+00
2.282439285509607618e+00,-7.997264536810000379e-01,3.619841620122564940e+00,2.000000000000000000e+00
1.523561356376962994e+00,3.818083255997823944e+00,1.725803858236835131e+00,3.000000000000000000e+00
9.014835840125809963e-01,1.560531649111732699e+00,1.279411883373952064e+00,0.000000000000000000e+00
8.749407492888068294e-01,1.075763159375819233e+00,-2.390865028659194813e-01,0.000000000000000000e+00
9.493554912950213920e-01,1.244930397041086323e+00,9.999155399722747806e-01,0.000000000000000000e+00
2.462695553905040136e+00,4.426550878447042869e+00,2.986619118823916619e+00,1.000000000000000000e+00
2.815874586130410417e+00,4.061838563191702889e+00,4.472455816893717184e+00,1.000000000000000000e+00
9.884727238669602789e-01,2.073320492307438645e+00,4.679984849715654871e-01,0.000000000000000000e+00
1.758464056774451834e+00,2.009512142315873273e+00,2.448558250661043711e+00,2.000000000000000000e+00
3.703855863620459044e+00,-9.081914169369248446e-01,2.396379847046825162e+00,2.000000000000000000e+00
-4.277153662992942001e-02,1.289885117550284566e+00,1.930143949171826190e+00,3.000000000000000000e+00
-6.496837431012905117e-01,4.818290360017971619e-01,8.971898511658265019e-01,3.000000000000000000e+00
7.531482867083262311e-01,2.470460837423728684e+00,1.843526988588519488e+00,0.000000000000000000e+00
1.367188685882529509e+00,4.492201039372209159e+00,3.836231173973571273e+00,1.000000000000000000e+00
