7.268913361945748441e+00,7.784401206401375006e+00,2.000000000000000000e+00
2.309704788411222065e+00,2.455643687471979142e+00,1.000000000000000000e+00
2.109163206859382633e+00,2.830673053122271909e+00,0.000000000000000000e+00
9.667643885778296919e+00,1.173959766772090774e+01,3.000000000000000000e+00
1.147838898512031136e+00,1.537605805025637817e+00,0.000000000000000000e+00
8.822512018419198521e-01,1.490724525385210608e+00,0.000000000000000000e+00
8.850473720589093318e+00,8.017176082513175928e+00,3.000000000000000000e+00
9.483155726670824848e+00,9.217210910268750723e+00,3.000000000000000000e+00
6.554948198583190333e+00,6.751284739407547697e+00,2.000000000000000000e+00
1.002283183107303088e+01,1.138274867493903386e+01,3.000000000000000000e+00
